|id|date|time|tweet|cleaned_text|Subjectivity|Polarity|Analysis_Polarity|Analysis_Subjectivity|label
20871|1.55227E+18|27-07-2022|8.30.01|📢In 30 mins  The War in Ukraine: Repercussions across the Middle East and Asia  Join us for the third panel of a 3 part series on the Russia-Ukraine conflict with @Cinzia_Bianco, @Rudra_81, @FWehrey, @liz_wishnick, and @mahamyahya.  ⏰4:00-5:15 Beirut 📺 https://t.co/Oo8AUX7STr  https://t.co/sRrQf52mfi| 30 min war ukraine repercussion across middle east asia join u third panel 3 part series russiaukraine conflict bianco 81 wishnick 400515 beirut |0|0|Neutral|Fact|spam
20877|1.55227E+18|27-07-2022|8.28.16|@Deichi72 US-Fracking overrules N2.. 2016:   Lindsey Graham &amp; John McCain in Ukraine preparing for a proxy war with Russia.   https://t.co/OL3ZKkorf5|usfracking overrules n2 2016 lindsey graham amp john mccain ukraine preparing proxy war russia|0|0|Neutral|Fact|spam
20896|1.55227E+18|27-07-2022|8.24.26|@CChernyakhovsky @RALee85 There is a reason the average male Russia life expectancy is in the 50s, honestly war in Ukraine is probably a safer option than dealing with other Russians.|reason average male russia life expectancy 50 honestly war ukraine probably safer option dealing russian|0.35|0.1125|Positive|Opinion|spam
20906|1.55227E+18|27-07-2022|8.22.15|"UKRAINE - RUSSIA WAR !!! ""Young IDP""; Lviv, Ukraine - July 18, 2014. Photo by Sean Work/DPI.  https://t.co/pQSzco0s5e. #UkraineWar #Lviv #IDP #UkraineUnderAttack  https://t.co/JGcZ4H5L8w"|ukraine russia war young idp lviv ukraine july 18 2014 photo sean workdpi ukrainewar lviv idp ukraineunderattack|0.4|0.1|Positive|Opinion|spam
20936|1.55227E+18|27-07-2022|8.12.13|@SiaGhifa Russia and Ukraine aren't the only one with politics.  The Uk was the only one that toke the last place (got nul points in 2003 and 2021). This is because of Iran war. Yes. Politics. But now in 2022, the UK takes 2nd. Finally|russia ukraine arent one politics uk one toke last place got nul point 2003 2021 iran war yes politics 2022 uk take 2nd finally|0.355555556|0|Neutral|Opinion|spam
20954|1.55226E+18|27-07-2022|8.05.50|"@GaryMcG68856811 @DylanRuta @SassyAngel1974 @XerxesEmperor @Dr_ChristopherM @IAPonomarenko @RemindMe_OfThis It doesn't work this way at this war, because Russia sends 10 times more shells than what Ukraine ""responds"", Ukraine is suffering from not enough "|christopherm ofthis doesnt work way war russia sends 10 time shell ukraine responds ukraine suffering enough ammunition casualty definitely 13 best scenario 125 personal opinion 12|0.366666667|0.333333333|Positive|Opinion|spam
20997|1.55226E+18|27-07-2022|7.56.50|"▶️""We have good #military –technical cooperation and we have confirmed our willingness to implement new projects in this field.""  ▶️🇪🇹 “has taken a responsible position” vis-à-vis #Ukraine war ▶️2nd Russia-Africa summit will be held next year (postponed from Oct/Nov 202)"| good military technical cooperation confirmed willingness implement new project field taken responsible position visàvis ukraine war 2nd russiaafrica summit held next year postponed octnov 202|0.350568182|0.167045455|Positive|Opinion|spam
21043|1.55226E+18|27-07-2022|7.45.36|@JnrMoyez @OKegya @RusEmbGhanaEng When you plan to sell crude oil at $60 per barrel and Russia Ukraine war causes a hike in crude pricing so that you get so sell yours over $100 per barrel. Is that a blessing or curse ?|plan sell crude oil 60 per barrel russia ukraine war cause hike crude pricing get sell 100 per barrel blessing curse |1|-0.7|Negative|Opinion|spam
21048|1.55226E+18|27-07-2022|7.43.21|@selac1ous_crumb This is not the 1800s so #Russia's land grabs and attempt to control it's neighbors are not being met in the same way, there will be no repeat of The Winter War for #Ukraine and #Putin is no tsar.|crumb 1800s russia land grab attempt control neighbor met way repeat winter war ukraine putin tsar|0|0|Neutral|Fact|spam
21055|1.55226E+18|27-07-2022|7.40.26|@BatarianHermit the whole war is in the East - the same area Ukr Nazis have been bombing since 2014. 14,000 people died before Russia stepped foot in Ukraine to save Russian speaking Ukrainians.|whole war east area ukr nazi bombing since 2014 14000 people died russia stepped foot ukraine save russian speaking ukrainian|0.2|0.1|Positive|Opinion|spam
21070|1.55226E+18|27-07-2022|7.36.46|#Ukraine may NOT yield any territories in exchange for a peace deal, because in 5-10 years #Russia will attack again.  Ukraine winning the war on the battlefield is the only option.  #Ukraine️war #UkraineRussiaWar #UkraineWillWin    https://t.co/BXDGaDkwum|ukraine may yield territory exchange peace deal 510 year russia attack ukraine winning war battlefield option ukraine war ukrainerussiawar ukrainewillwin|0.75|0.5|Positive|Opinion|spam
21071|1.55226E+18|27-07-2022|7.35.59|#Live ||||||
21079|1.55226E+18|27-07-2022|7.34.33|Before the war with Ukraine, russia purchased 50,000 plastic bags for dead bodies. Judging by the success of the Russian army, it seems it is time to buy another 100,000.|war ukraine russia purchased 50000 plastic bag dead body judging success russian army seems time buy another 100000|0.133333333|0.033333333|Positive|Opinion|spam
21122|1.55225E+18|27-07-2022|7.23.19|Finance minister will go to parliament and give excuses that Russia Ukraine war is the reason why we're in crisis.  But you  want to spend $400 billion on National cathedral what kind of nonsense it that 🤔|finance minister go parliament give excuse russia ukraine war reason crisis want spend 400 billion national cathedral kind nonsense |0.475|0.275|Positive|Opinion|spam
21134|1.55225E+18|27-07-2022|7.18.39|5 month into the #war of destruction, painful losses among civilians and military, daily missile strikes, and thousands missing, 84 per cent of Ukrainians won't accept any territorial concessions to #Russia  and only 10 per cent would accept some  - KIIS #Ukraine #Russia|5 month war destruction painful loss among civilian military daily missile strike thousand missing 84 per cent ukrainian wont accept territorial concession russia 10 per cent would accept kiis ukraine russia|0.2625|-0.25|Negative|Opinion|spam
21138|1.55225E+18|27-07-2022|7.17.23|@mujikins27 @thinktoomuchmom @ZubyMusic What he’s doing is finally acting against Russia with western support. Little do you know, Russia has done this against Ukraine for over 100 years. Before WW2, and the war against Ukraine went on after WW2. You wo|finally acting russia western support little know russia done ukraine 100 year ww2 war ukraine went ww2 find cute little news link|0.4|0.025|Positive|Opinion|spam
21205|1.55225E+18|27-07-2022|6.56.12|Sue here is implying: 1/ The EU doesn't have vaccines 2/ The EU is responsible for the war in Ukraine. Which trade deals are better than we had whilst in the EU? Aaaannnd the UK continues to import oil from Russia (these stats to May 2022):  https://t.co/N1aaAqlvKe|sue implying 1 eu doesnt vaccine 2 eu responsible war ukraine trade deal better whilst eu aaaannnd uk continues import oil russia stats may 2022|0.525|0.35|Positive|Opinion|spam
21219|1.55225E+18|27-07-2022|6.50.45|Russia's brutal war against Ukraine continues unabated.  The @EU_Commission has today proposed to tighten the hard-hitting EU sanctions against the Kremlin, enforce them more effectively and extend them until January 2023.   https://t.co/oWuqjhsoXF|russia brutal war ukraine continues unabated commission today proposed tighten hardhitting eu sanction kremlin enforce effectively extend january 2023|0.9|-0.1375|Negative|Opinion|spam
21221|1.55224E+18|27-07-2022|6.50.16|@79Blakey @ChrisRees3 @Telegraph War started in Ukraine 2014 why did take so long for G7 countries to reacted ..remember, johnson always talking about G7 response to Russia because some countries have different view on conflict and Russia remembering how |war started ukraine 2014 take long g7 country reacted remember johnson always talking g7 response russia country different view conflict russia remembering europe invaded africa asia|0.5|-0.025|Negative|Opinion|spam
21245|1.55224E+18|27-07-2022|6.39.56|"@khokholocalypse Dumb take by ""Dumb Ukraine Takes"" 1. Annual death of US soldiers 2015-2021 ~ 15 per year. Number of US soldiers killed in 20 years: 3500  2. Number of Russian troops killed in 5 months war ACCORDING TO RUSSIA: 5000. (15k according to neut"|dumb take dumb ukraine take 1 annual death u soldier 20152021 15 per year number u soldier killed 20 year 3500 2 number russian troop killed 5 month war according russia 5000 15k according neutral 40k according ukraine|0.2|-0.23|Negative|Opinion|spam
21248|1.55224E+18|27-07-2022|6.39.16|🙏Break down barriers, break down walls, break stereotypes. Our world doesn't need more judgment. Rather, we need more people to listen, understand, and bring peace to the world today  #HWPL #DPCW_1038 #WARP_OFFICE #RUSSIA #UKRAINE #ManHeeLee #PEACE #PEACELAW #WAR #WORLDPEACE| break barrier break wall break stereotype world doesnt need judgment rather need people listen understand bring peace world today hwpl dpcw1038 warpoffice russia ukraine manheelee peace peacelaw war worldpeace|0|0|Neutral|Fact|spam
21261|1.55224E+18|27-07-2022|6.33.44|Anyone read the press release by EU ambassadors in Ethiopia? The released it on occasion of Lavrov's visit in Addis, trying to to make Ukraine war of Ethiopians concern, really? EU may have pretended to be friends but Russia has been a true friend to Ethiopia for 100s of years.|anyone read press release eu ambassador ethiopia released occasion lavrovs visit addis trying make ukraine war ethiopian concern really eu may pretended friend russia true friend ethiopia 100 year|0.425|0.275|Positive|Opinion|spam
21290|1.55224E+18|27-07-2022|6.24.38|@CSIS_Interpret @fravel @theChinaDude @SheenaGreitens Greater good is preventing another war after trillion dollar wipe out only 80-81 days in the wake Russia Ukraine war since Feb 24: prevent China - Taiwan war   https://t.co/7r5clGW0Ui|interpret greater good preventing another war trillion dollar wipe 8081 day wake russia ukraine war since feb 24 prevent china taiwan war|0.55|0.6|Positive|Opinion|spam
21310|1.55224E+18|27-07-2022|6.17.48|Before the war with Ukraine, Russia bought 50,000 plastic body bags. Judging by the successes of the Russian army, it seems that the time has come to buy another 100,000.|war ukraine russia bought 50000 plastic body bag judging success russian army seems time e buy another 100000|0|0.15|Positive|Fact|spam
21327|1.55224E+18|27-07-2022|6.13.12|@Alcibiades1967 @BrankoMilan Is EU sanctioning other countries at war ? Yeah US,EU had no role at all.such nice guys. It is instigated by EU&amp; US  https://t.co/iOyua7MkSM could have chosen too to leave ukraine alone without EU membership from 2008-14.b|eu sanctioning country war yeah useu role allsuch nice guy instigated euamp u could chosen leave ukraine alone without eu membership 200814but didnt see russia asked dec21|1|0.6|Positive|Opinion|spam
21369|1.55223E+18|27-07-2022|6.00.06|In part 1 of a 3-part series, API executives @kenj0126, @KS_1013 &amp; @Yuichi_Hosoya discuss the roots of the Russia-Ukraine war, its implications for the existing intl order, and how intl law and intl institutions, like the UN, should change moving forward:  https://t.co/Vo268Q9Qz1|part 1 3part series api executive 1013 amp hosoya discus root russiaukraine war implication existing intl order intl law intl institution like un change moving forward|0|0|Neutral|Fact|spam
21392|1.55223E+18|27-07-2022|5.53.17|"GeoConfirmed.  ""Chechens getting ready to ship out to Ukraine to participate in the illegal war. Looks like Magomed Daudov (Chairman of the Chechen Parliment) may be back in Grozny, Chechnya, Russia. ""  43.385634, 45.703937  GeoLocated by @Cosmonaut19"|geoconfirmed chechen getting ready ship ukraine participate illegal war look like magomed daudov chairman chechen parliment may back grozny chechnya russia 43385634 45703937 geolocated|0.333333333|-0.1|Negative|Opinion|spam
21403|1.55223E+18|27-07-2022|5.48.48|@ulrichspeck @scharap @JyShapiro Generally, the premise that Ukraine needs better and better weapons is a false one. The war could be won with 777s alone - it there would be a sufficient number and ammunition to close the artillery gap to russia. This has|generally premise ukraine need better better weapon false one war could 777s alone would sufficient number ammunition close artillery gap russia achieved 101 artillery gap remains|0.525|0.1625|Positive|Opinion|spam
21420|1.55223E+18|27-07-2022|5.43.31|@apmassaro3 Ukraine needs 100-120 M142 with ATACMS 700km range, Ukraine will never hit nuclear russia, needs the range, to hit every cm of all occupied Ukraine land,including Crimea,with many HIMARS-ATACMS,can win the war in weeks|ukraine need 100120 m142 atacms 700km range ukraine never hit nuclear russia need range hit every cm occupied ukraine landincluding crimeawith many himarsatacmscan win war week|0.45|0.65|Positive|Opinion|spam
21424|1.55223E+18|27-07-2022|5.42.39|'Will leave after 2024': Russia to leave Space Station; 'Universal' impact of Ukraine war  https://t.co/ZyAWL66kDv|leave 2024 russia leave space station universal impact ukraine war|0|0|Neutral|Fact|spam
21497|1.55222E+18|27-07-2022|5.20.37|EU Council extends #sanctions against Russia for another six months.  Restrictive measures end on January 31, 2023.  Read more here🔽  https://t.co/Lpwh5ZTnj4  #GMKCenter #Ukraine #war  https://t.co/78qjPNTPOe|eu council extends sanction russia another six month restrictive measure end january 31 2023 read gmkcenter ukraine war|0|0|Neutral|Fact|spam
21533|1.55222E+18|27-07-2022|5.09.30|Put this number in context  In 10 years of its war in Vietnam, USA lost 58,220 soldiers. In just 5 months of its invasion war into Ukraine, Russia has already lost 40,070 soldiers  RT @KyivIndependent  https://t.co/kKPpG4RXeR|put number context 10 year war vietnam usa lost 58220 soldier 5 month invasion war ukraine russia already lost 40070 soldier|0|0|Neutral|Fact|spam
21551|1.55222E+18|27-07-2022|5.03.47|The 2020s are not giving at all, Covid, Russia starts war with Ukraine, inflation at an all time high, potential global recession, Monkeypox… like I really can’t cope at this point. 2019 was the last good year honestly.|2020s giving covid russia start war ukraine inflation time high potential global recession monkeypox like really cope point 2019 last good year honestly|0.472380952|0.237142857|Positive|Opinion|spam
21577|1.55222E+18|27-07-2022|4.55.30|@wallaceme The War in Ukraine didn’t start Feb 2022, it began after a US/CIA coup against ‘Ukrainian democracy’ in 2014. This is a US/NATO proxy war against Russia using the poor Ukrainians as cannon fodder, any other line of argument about its char|war ukraine start feb 2022 began uscia coup ukrainian democracy 2014 usnato proxy war russia using poor ukrainian cannon fodder line argument characteristic ignorance wrapped lie|0.533333333|-0.233333333|Negative|Opinion|spam
21578|1.55222E+18|27-07-2022|4.55.26|@mhmck because they refuse to provide defense system from Norway, they promised,refused ATACMS for M142,when they know,Ukraine will never hit nuclear russia,only occupied ukraine areas,and refused to provide 100-120 M142 costing only $5.1million each,Ukra|refuse provide defense system norway promisedrefused atacms m142when knowukraine never hit nuclear russiaonly occupied ukraine areasand refused provide 100120 m142 costing 51million eachukraine finish war week|0|0|Neutral|Fact|spam
21579|1.55222E+18|27-07-2022|4.55.26|#BREAKING #Ukraine used #US provided loitering munition INTO #Russia territory #Bryansk against civilians. This could lead to declaration of war from Russia side. - coord 51.88214, 34.34705 . #NATO #WWIII #Zelensky|breaking ukraine used u provided loitering munition russia territory bryansk civilian could lead declaration war russia side coord 5188214 3434705 nato wwiii zelensky|0|0|Neutral|Fact|spam
21581|1.55222E+18|27-07-2022|4.54.44|The UK army has only 82,000 personnel, which for peacetime is still rather low.  Now Europe is effectively at war with Russia over Putin's invasion of Ukraine, so they'd better get up to speed ...|uk army 82000 personnel peacetime still rather low europe effectively war russia putin invasion ukraine theyd better get speed |0.533333333|0.366666667|Positive|Opinion|spam
21590|1.55221E+18|27-07-2022|4.50.29|@apmassaro3 yes Ukraine needs ATACMS to win the orcs 100%, also needs 100 M142, they cost only $501millions, already approved by congress, Ukraine will never use to hit inside a nuclear russia,only hit occupied areas including Crimea,and win the war win p|yes ukraine need atacms win orcs 100 also need 100 m142 cost 501millions already approved congress ukraine never use hit inside nuclear russiaonly hit occupied area including crimeaand win war win putin|0.4|0.8|Positive|Opinion|spam
21617|1.55221E+18|27-07-2022|4.37.59|@CounsellingSam Here some #GoodNews: 1. Tories are imploding in front of our eyes🎉 2. Russia's war on Ukraine is FORCING Western nations to review their fossil-fuel dependency 3. The next generation is more politically savvy at age 13 than we were at 3|goodnews 1 tory imploding front eye 2 russia war ukraine forcing western nation review fossilfuel dependency 3 next generation politically savvy age 13 30 4 union get member day |0.033333333|0|Neutral|Opinion|spam
21662|1.55221E+18|27-07-2022|4.20.43|07/27/22 Russia-Ukraine war latest:  What we know on day 154 of the invasion  -Ukraine reportedly strikes Antonivskiy Bridge in Russian-occupied Kherson   https://t.co/M5teJZRH0p *|072722 russiaukraine war latest know day 154 invasion ukraine reportedly strike antonivskiy bridge russianoccupied kherson |0.9|0.5|Positive|Opinion|spam
21724|1.5522E+18|27-07-2022|3.59.36|@varvar03 @OlenaHalushka Do you know that Kherson was occupied on the 3rd day of the war? why? ask who's on the cover of Voque today 😡Do you know that the population of Ukraine-42 million, and Russia 150 million? and we're still fighting. Not enough?�|know kherson occupied 3rd day war ask who cover voque today know population ukraine42 million russia 150 million still fighting enough |0.25|0|Neutral|Opinion|spam
21733|1.5522E+18|27-07-2022|3.57.01|July 27, 2022  &gt;&gt; India says exports affected due to Russia-Ukraine war  Exports of products like pharmaceuticals, telecom instruments, tea, coffee, marine products, etc have been affected. Bilateral trade with Russia has, however, improved, India says.  #Parliament|july 27 2022 gtgt india say export affected due russiaukraine war export product like pharmaceutical tele instrument tea coffee marine product etc affected bilateral trade russia however improved india say parliament|0.375|-0.125|Negative|Opinion|spam
21763|1.5522E+18|27-07-2022|3.46.00|@brixwe You are right to say this about  WARS AND WE IN ENGLAND ARE  FUNDING  UKRAINE 🇺🇦 WAR 400MIL LION SO FAR AND  THEY WANT $750 TO REBUILD A BRIDGE THST WILL GET BOMBD GIVE IT TO RUSSIA AND COMPENSATE FAMILIES STOP WARS PEACE AND LOVE ❤ ❤❤|right say war england funding ukraine war 400mil lion far want 750 rebuild bridge thst get bombd give russia compensate family stop war peace love |0.711904762|0.295238095|Positive|Opinion|spam
21775|1.5522E+18|27-07-2022|3.40.36|Russia-Ukraine war: July 27 updates ⤵️  Ukrainian President Volodymyr Zelenskyy says nearly 40,000 Russian soldiers have been killed, and tens of thousands more “wounded and maimed” since February 24.  🔴 Follow our LIVE coverage:  https://t.co/NOuAd6kb4A  https://t.co/X9TX9S7aXL|russiaukraine war july 27 update ukrainian president volodymyr zelenskyy say nearly 40000 russian soldier killed ten thousand wounded maimed since february 24 follow live coverage|0.18|0.007272727|Positive|Opinion|spam
21799|1.5522E+18|27-07-2022|3.35.52|@boxtoout @lukesau @ajamubaraka Ukraine and Russian issue goes way back, even before zelensky. The tensions between them existed a long time. Even during the 2008 Russia Georgian war.|ukraine russian issue go way back even zelensky tension existed long time even 2008 russia georgian war|0.133333333|-0.016666667|Negative|Opinion|spam
21802|1.5522E+18|27-07-2022|3.34.55|🗺️Lysychansk, Luhansk Oblast   🗓16.06  📌48.93869057725474, 38.3939460235986   The aftermath of an airstrike on a cultural centre which killed four people &amp; injured seven more.  #Ukraine #Lysychansk #Luhansk #Donbas #UkraineWar #WarCrimes #Russia #WarInUkraine #OSINT #OOSI  1/2  https://t.co/6F130dwxHa| lysychansk luhansk oblast 1606 4893869057725474 383939460235986 aftermath airstrike cultural centre killed four people amp injured seven ukraine lysychansk luhansk donbas ukrainewar warcrimes russia warinukraine osint oosi 12|0.05|-0.05|Negative|Opinion|spam
21826|1.55219E+18|27-07-2022|3.28.16|1️⃣5️⃣4️⃣ days of full-scale #Russia’s war against #Ukraine.  Today’s update on the losses of Armed Forces of Russian Federation in Ukraine ⬇️ As of 27 July 2022.  #UkraineUnderAttack #RussiaInvadedUkraine #StopRussianAggression #StandWithUkraine  https://t.co/YZe8m4hSQ2|1 5 4 day fullscale russia war ukraine today update loss armed force russian federation ukraine 27 july 2022 ukraineunderattack russiainvadedukraine stoprussianaggression standwithukraine|0|0|Neutral|Fact|spam
21853|1.55219E+18|27-07-2022|3.18.08|With regards to Russia’s war against Ukraine it’s important to remember that colonialism is Russia’s default position in the last 100 years|regard russia war ukraine important remember colonialism russia default position last 100 year|0.533333333|0.2|Positive|Opinion|spam
21934|1.55219E+18|27-07-2022|3.01.26|⚡️Вже більше 40 тис рашистів ліквідовано Збройними силами України!  Загальні бойові втрати противника з 24.02 по 27.07 орієнтовно склали:  особового складу — близько 40070 осіб ліквідовано,  танків — 1738 од,  бойових броньованих машин — 3971 од,  артилерійських систем — 883…  https://t.co/twlAD8PriZ| вже більше 40 тис рашистів ліквідовано збройними силами україни загальні бойові втрати противника з 2402 по 2707 орієнтовно склали особового складу близько 40070 осіб ліквідовано танків 1738 од бойових броньованих машин 3971 од артилерійських систем 883 |0|0|Neutral|Fact|spam
21937|1.55219E+18|27-07-2022|3.01.22|Загальні бойові втрати противника з 24.02 по 27.07 орієнтовно склали / The total combat losses of the enemy from 24.02 to 27.07 were approximately:  особового складу / personnel - близько/ about 40070 (+200) осіб ліквідовано / persons were liquidated,  танків / tanks ‒ 1738 …  https://t.co/6Idkklgbir|загальні бойові втрати противника з 2402 по 2707 орієнтовно склали total bat loss enemy 2402 2707 approximately особового складу personnel близько 40070 200 осіб ліквідовано person liquidated танків tank 1738 |0.675|-0.2|Negative|Opinion|spam
21938|1.55219E+18|27-07-2022|3.01.22|🔥 Вже понад 40 тисяч окупантів!  Загальні втрати росіян за час повномасштабного вторгнення в Україну:  - особового складу ‒ близько 40070 (+200) осіб ліквідовано, - танків ‒ 1738 (+1) од, - бойових броньованих машин ‒ 3971 (+12) од, - артилерійських систем – 883 (+3) од, - Р…  https://t.co/Sn0LJp8uen| вже понад 40 тисяч окупантів загальні втрати росіян за час повномасштабного вторгнення в україну особового складу близько 40070 200 осіб ліквідовано танків 1738 1 од бойових броньованих машин 3971 12 од артилерійських систем 883 3 од р |0|0|Neutral|Fact|spam
21978|1.55219E+18|27-07-2022|3.00.01|📢TODAY  The War in Ukraine: Repercussions across the Middle East and Asia  Join us for the third panel of a 3 part series on the Russia-Ukraine conflict with @Cinzia_Bianco, @Rudra_81, @FWehrey, @liz_wishnick, and @mahamyahya.  ⏰4:00-5:15 Beirut 📺 https://t.co/Oo8AUWQi1T  https://t.co/9OqdBxpjWE| today war ukraine repercussion across middle east asia join u third panel 3 part series russiaukraine conflict bianco 81 wishnick 400515 beirut |0|0|Neutral|Fact|spam
21992|1.55219E+18|27-07-2022|2.52.58|@C4i7Z @sm00thnerd @disclosetv Problem is the Uranium waste go direct back IN Russia. This was a great Merkel Deal. All Uranium waste  in change of total  Pipeline Gas dependency !!! The problem it was after Georgia war 2008 and it doesn't stop after 2014|problem uranium waste go direct back russia great merkel deal uranium waste change total pipeline gas dependency problem georgia war 2008 doesnt stop 2014 invasion ukraine|0.316666667|0.083333333|Positive|Opinion|spam
22012|1.55218E+18|27-07-2022|2.44.48|40k plus Russia troops killed, Russia can never win this war, never ever, Ukraine will surely decolonazied Russia, after this unprovoked war against peace Ukraine, Russia will never be the same for the next 100 years. Слава Україні 🇺🇦  https://t.co/rLvaAVjZWf|40k plus russia troop killed russia never win war never ever ukraine surely decolonazied russia unprovoked war peace ukraine russia never next 100 year слава україні |0.322222222|-0.025|Negative|Opinion|spam
22026|1.55218E+18|27-07-2022|2.39.08|Yes regime change is necessary to end the war,it was regime change in 2014 that start the war,most importantly pro nato regime in Ukraine will never help Ukrainian or guarantee peace between them and Russia|yes regime change necessary end warit regime change 2014 start warmost importantly pro nato regime ukraine never help ukrainian guarantee peace russia|1|0.2|Positive|Opinion|spam
22046|1.55218E+18|27-07-2022|2.31.31|@ScruffyOldApe @PhilisWondering @ToThinkOrNot @deruntheist No. The Miracle of Fatima had 2 very important ANNOUNCED messages: 1.) God Exists. That’s why 70,000 came…include many atheists.  2.) Warning of Russia spreading its errors.(Look at Soviet Com|miracle fatima 2 important announced message 1 god exists 70000 came include many atheist 2 warning russia spreading errorslook soviet communism amp reckless ukraine war bringing world brink ww3nuclear war|0.75|0.45|Positive|Opinion|spam
22113|1.55217E+18|27-07-2022|2.06.54|This should tell the average Ghanaian that the country imports more agricultural products from 10 other countries in excess (individually) compared to Russia for the govt to certain complaints regarding RUSSIA - UKRAINE WAR. (2021 in emphasis)|tell average ghanaian country import agricultural product 10 country excess individually pared russia govt certain plaint regarding russia ukraine war 2021 emphasis|0.457142857|0.021428571|Positive|Opinion|spam
22116|1.55217E+18|27-07-2022|2.03.08|@Annemaggsart Russia🇷🇺 started the WAR against Ukraine🇺🇦 in 2014 with anonymous  #GreenLittleMen, with no national flags or public signs of the state of their origine.  In 2022 it organised ’#MilitaryExercises’ on 🇺🇦 border➡️ wen|russia started war ukraine 2014 anonymous greenlittlemen national flag public sign state origine 2022 organised militaryexercises border went kill calling specialmilitaryoperation war|0.066666667|0|Neutral|Opinion|spam
22149|1.55217E+18|27-07-2022|1.47.15|"@LFurckwurd @ViralCorona @TheQuartering What do you mean by actual war? You think giving 100 billion to Ukraine is not ""actual war"" against Russia? They could wipe out our Naval fleet in 48 hrs if they wanted to...so maybe we shouldn't finance a corrupt g"|mean actual war think giving 100 billion ukraine actual war russia could wipe naval fleet 48 hr wanted toso maybe shouldnt finance corrupt govt sparring virtue signal saying |0.471875|-0.203125|Negative|Opinion|spam
22152|1.55217E+18|27-07-2022|1.46.47|@HawlsBalls @JackPosobiec Start with Pelosi, Kerry, and Biden in Ukraine in 2014 and take it from there. Glenn Beck has a number of deep dives, with the receipts, on Rumble to lead your research. ‘Poor Ukraine’ was always a sham for money laundering a|start pelosi kerry biden ukraine 2014 take glenn beck number deep dive receipt rumble lead research poor ukraine always sham money laundering u proxy war russia|0.433333333|-0.2|Negative|Opinion|spam
22270|1.55216E+18|27-07-2022|0.58.11|A mercenaries’ war How Russia’s invasion of Ukraine led to a ‘secret mobilization’ that allowed oligarch Evgeny Prigozhin to win back Putin’s favor  9:55 pm, July 14, 2022Source: Meduza   https://t.co/w3KWfywGWR|mercenary war russia invasion ukraine led secret mobilization allowed oligarch evgeny prigozhin win back putin favor 955 pm july 14 2022source meduza|0.366666667|0.133333333|Positive|Opinion|spam
22314|1.55215E+18|27-07-2022|0.27.20|@GaryRussV8 @stillgray @RebelNewsOnline Russia started hostilities against Ukraine by invading it and take Crimea in 2014, and then invaded Ukraine again in  February 2022. It is not Zelensky who started the war, It is Putin|russia started hostility ukraine invading take crimea 2014 invaded ukraine february 2022 zelensky started war putin|0|0|Neutral|Fact|spam
22318|1.55215E+18|27-07-2022|0.25.50|Russia sending their poor into a meat grinder and yet the Russian people support this.   #YouGetTheGovernmentYouDeserve  Ukraine raises number of Russian servicemen killed since start of war to nearly 40,000  https://t.co/AEo74K5R6R|russia sending poor meat grinder yet russian people support yougetthegovernmentyoudeserve ukraine raise number russian serviceman killed since start war nearly 40000|0.2|-0.1|Negative|Opinion|spam
22320|1.55215E+18|27-07-2022|0.25.15|A HOUSE IN VAN NUYS CA WAS THE LAB TO PULL RUSSIA UKRAINE WAR TOGETHER. MY EXPERIENCE,THE MURDER HE IS BEHIND OF PRIOR UKRAINE CRISIS IN 2013-2014 AND THE TIME IS THE GUARANTEE OF WHAT EXACTLY HAVE HAPPENED. THEY HAVE ACCESSED MANY RUSSIAN AND UKRAINIAN BRAINS TO PULL THE WAR.|house van nuys ca lab pull russia ukraine war together experiencethe murder behind prior ukraine crisis 20132014 time guarantee exactly happened accessed many russian ukrainian brain pull war|0.29|0.07|Positive|Opinion|spam
22360|1.55214E+18|27-07-2022|0.03.44|@DramaticSkye @kjkoizumisan @Bones_climbs @swendoog_gaming @omicbumz @jayaltons Obama used the Azov Battalion, Right Sektor, Svoboda Party and C14 for the 2014 Maidan coup. The U.S. has 20+ biolabs in Ukraine. The U.S. was willing to go to war with Russia|climb gaming obama used azov battalion right sektor svoboda party c14 2014 maidan coup u 20 biolabs ukraine u willing go war russia 1960s stop cuban missile crisis shouldnt russia feel nato|0.642857143|0.267857143|Positive|Opinion|spam
22362|1.55214E+18|27-07-2022|0.03.17|Ukrainian’s are worried about Putin and his current war but none of them realizes how we stole Alaska from Russia/Ukraine in 1867 for 7.2 mil. A heist on par with the Lousiana Purchase. Like BTC at 20K now  https://t.co/JT9OBN514O|ukrainian worried putin current war none realizes stole alaska russiaukraine 1867 72 mil heist par lousiana purchase like btc 20k|0.4|0|Neutral|Opinion|spam
22365|1.55214E+18|27-07-2022|0.02.43|VIVIDESIGN Group -  Tuesday, July 26. Russia’s War On Ukraine: News And Information From Ukraine  https://t.co/x4mNGHH4Se  - Call 270-723-3650  https://t.co/1qIFsdSF5y|vividesign group tuesday july 26 russia war ukraine news information ukraine call 2707233650|0|0|Neutral|Fact|spam
22384|1.55214E+18|26-07-2022|23.48.38|I had/have my issues with #Trump. That said I remember when he got elected in 2016 the “experts” said we’d be at war with North Korea, Russia, China, in the Middle East etc. As it turns out, it was on the watch of the “experts” that Ukraine happened, Afghanistan debacle etc. 🤦‍♂️|hadhave issue trump said remember got elected 2016 expert said war north korea russia china middle east etc turn watch expert ukraine happened afghanistan debacle etc |0|0|Neutral|Fact|spam
